Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
2500545,SUGAR BABY'S CAFE,SUGAR BABY'S CAFE,2781369,Restaurant,Risk 1 (High),742 W GARFIELD BLVD ,CHICAGO,IL,60609,04/21/2021,License,Fail,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO SIGNED EMPLOYEES HEALTH POLICIES.MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION 7-38-010) | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO CLEAN-UP POLICY PROCEDURE AND ITEMS FOR VOMITING AND DIARRHEA.MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION 7-38-005) | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND DRYING DEVICE AT HAND SINKS IN BOTH PREP AREAS.MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION 7-38-030(C) | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED NO CONSUMER FOOD ADVISORY DISCLOSURE AND REMINDER ON MENUS FOR CONSUMING RAW AND UNDERCOOKED FOODS.MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION 7-38-005) | 33. PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL - Comments: OBSERVED WALK IN FREEZER AT 77.0F MUST REPAIR AND MAINTAIN AT 0.0F OR BELOW.(PRIORITY 7-38-005) | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED EVIDENCE OF APPX. 25 OR MORE MICE DROPPINGS ON SHELVING UNITS AT SERVICE COUNTER,IN LOWER CABINET AT FRONT HAND SINK,ON FLOOR UNDER DRY FOOD STORAGE SHELF.MUST REMOVE DROPPINGS.CLEAN AND SANITIZE AREAS. RECOMMENDED TO HAVE A PEST CONTROL OPERATOR TO SERVICE PREMISES ON OR AFTE 4/21/21.(PRIORITY FOUNDATION 7-38-020(A) | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: MUST PROVIDE A SPLASH GAURD AT FRONT HAND SINK AT COUNTER TOP. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: MUST INVERT MULTI-USE UTENSILS ON DISH STORAGE SHELVES. | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: OBSERVED POTS TO LARGE TO BE SUBMERGED IN 3-COMPARTMENT SINK TO PROPERLY SANITIZE.MUST PROVIDE A LARGER SINK OR ELIMINATE OVER SIZED POTS.(PRIROITY FOUNDATION 7-38-025)   | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: OBSERVED NO CHEMICAL TEST KIT TO CHECK SANITIZING SOLUTION PPM'S AT 3- COMPARTMENT SINK.MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION 7-38-005) | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST CLEAN DEBRIS BUILD UP ON DRY FOOD STORAGE SHELVING,DISH CART,FRYER CABINET.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO MOP SINK ON SITE WITH HOT AND COLD RUNNING WATER.MUST PROVIDE AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: MUST PROVIDE A GARBAGE CAN WITH LID IN UNISEX TOILET ROOM. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED GREASE ON EXTERIOR LID OF OUTSIDE GREASE CONTAINER.MUST CLEAN AND MAINTAIN.(PRIORITY FOUNDATION 7-38-020(B) | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST REPAIR OR REPLACE MISSING AND DAMAGED WALL BASES IN PREP AND DISH WASHING AREAS,WALL TRIM NEAR REAR DOOR,EXTERIOR TRIM AT WALK IN COOLER IN POOR REPAIR. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST REPAIR OR REPLACE LOOSE AND DAMAGED WALL PAPER IN FRONT PREP AREA AND OVERHEAD DOOR FRAME. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST CLEAN DEBRIS BUILD UP ON WALLS THROUGHOUT PREP & DISH WASHING AREAS AND WHERE NEEDED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST CLEAN DEBRIS BUILD UP ON FLOOR UNDER,AROUND AND ALONG WALL BASES THROUGHOUT, INCLUDING WALK IN COOLER. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO FOOD MANAGERS TRAINING FOR FOOD MANAGERS.MUST PROVIDE AND MAINTAIN.",41.794424047248626,-87.64443871496657,"(-87.64443871496657, 41.794424047248626)"
547714,MARIO 'S BUTCHER SHOP FD CNTR,MARIO 'S BUTCHER SHOP FD CNTR,4248,Grocery Store,Risk 2 (Medium),5817-5825 W MADISON ST ,CHICAGO,IL,60644,09/28/2011,Canvass,Out of Business,,41.88004498075895,-87.77049337933958,"(-87.77049337933958, 41.88004498075895)"
2500597,FAIRPLAY FINER FOODS INC,FAIRPLAY FINER FOODS INC,10949,Grocery Store,Risk 1 (High),4640 S HALSTED ST ,CHICAGO,IL,60609,04/21/2021,Canvass,Out of Business,,41.809629768022035,-87.64570756512876,"(-87.64570756512876, 41.809629768022035)"
577620,Canteen @ Daley College,DALEY COLLEGE CAFETERIA,21602,Restaurant,Risk 1 (High),7500 S PULASKI RD ,CHICAGO,IL,60652,10/17/2011,Canvass,Fail,"3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: All cold food shall be stored at a temperature of 40F or less. All hot food shall be stored at a temperature of 140F or higher.    FOUND READY TO EAT DELI MEAT ON DISPLAY AT IMPROPER TEMPERATURE.   55.6 DEGREES. 2 LBS PRODUCT MUST BE KEPT AT 40 DEGREES OR BELOW AT ALL TIMES.   PRODUCT HAS BEEN DISCARDED AT THIS TIME.    CRITICAL VIOLATION 7-38-005(A) CITATION ISSUED.  POTENTIALLY HAZARDOUS PRODUCTS AT IMPROPER TEMPERATURE.   | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: A separate and distinct offense shall be deemed to have been committed for each Minor violation that is not corrected upon re-inspection by the health authority.    PREVIOUS MINOR VIOLATION NOT CORRECTED FROM 5-18-10 REPT#233934 INSP#381. #33 INTERIOR BOTTOM OF FRYERS AND COUNTER UNDER FLAT TOP GRILL NOT CLEAN EXCESSIVE GREASE BUILD UP.  MUST CLEAN AND MAINTAIN AT ALL TIMES.    SERIOUS VIOLATION 7-42-090 CITATION ISSUED  PREVIOUS MINOR VIOLATION NOT CORRECTED.   | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair.    ICE MACHINE AND REACH IN PREP COOLER IN POOR REPAIR. MUST CLEAN, MAINTAIN AND REPAIR.   | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily. All utensils shall be thoroughly cleaned and sanitized after each usage.    THE FOLLOWING IN NEED OF CLEANING: ALL BEVERAGE DISPENSORS, ALL HANDLES ON REACH IN COOLERS, ALL COOKING EQUIPMENT TO REMOVE ALL BUILD UP AND ALL SHELVES AT FRONT PREP AREA.  MUST CLEAN AND MAINTAIN AT ALL TIMES.   | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.    FLOORS THROUGHOUT IN NEED OF DETAIL CLEANING TO REMOVE ALL BUILD AND FOOD SPILLS.  MUST CLEAN AND MAINTAIN AT ALL TIMES.   | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: None of the operations connected with food establishments shall be conducted in any room used as living or sleeping quarters. Toilet rooms shall be completely enclosed and shall be vented to the outside air or mechanically ventilated.    TOILET ROOM IN NEED OF VENTILATION.  MUST CORRECT AND MAINTAIN.   | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: The flow of air discharged from kitchen fans shall always be through a duct to a point above the roofline. Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health.    HANDSINK AT FRONT PREP LINE NOT CONSISTANT WITH WATER PRESSURE.  MUST CORRECT AND MAINTAIN AT ALL TIMES.  ",41.756876394824594,-87.72232173825547,"(-87.72232173825547, 41.756876394824594)"
2500515,PHO NUMBER 1- VIETNAMESE CUISINE LLC,PHO NUMBER 1- VIETNAMESE CUISINE,2333891,Restaurant,Risk 1 (High),5914 W LAWRENCE AVE ,CHICAGO,IL,60630,04/21/2021,Canvass Re-Inspection,Pass,,41.967787353343006,-87.77542758598545,"(-87.77542758598545, 41.967787353343006)"
2500571,CHICAGO CHAR GRILL,CHICAGO CHAR GRILL,2689524,Restaurant,Risk 1 (High),5731 N LINCOLN AVE ,CHICAGO,IL,60659,04/21/2021,Canvass,Out of Business,,41.98565732010689,-87.69919105174611,"(-87.69919105174611, 41.98565732010689)"
2500482,"CAKES & BEYOND, INC.","CAKES & BEYOND, INC.",2458798,Bakery,Risk 2 (Medium),6126 W BELMONT AVE ,CHICAGO,IL,60634,04/20/2021,Non-Inspection,No Entry,,41.938511580891756,-87.7797480285989,"(-87.7797480285989, 41.938511580891756)"
2500629,ROZANA,ROZANA,2202891,Restaurant,Risk 1 (High),6118-6120 N LINCOLN AVE ,CHICAGO,IL,60659,04/20/2021,Non-Inspection,No Entry,,41.993271493610656,-87.71229906125028,"(-87.71229906125028, 41.993271493610656)"
2500478,SHARKS FISH & CHICKEN,SHARKS FISH & CHICKEN,2699066,Restaurant,Risk 2 (Medium),8255 S KEDZIE AVE ,CHICAGO,IL,60652,04/20/2021,Canvass,Out of Business,,41.742703308073345,-87.7020564330574,"(-87.7020564330574, 41.742703308073345)"
2500471,CONGAS,CONGAS,1477297,Restaurant,Risk 1 (High),7021 W HIGGINS AVE ,CHICAGO,IL,60656,04/20/2021,Non-Inspection,No Entry,,41.980205241957265,-87.8033156853807,"(-87.8033156853807, 41.980205241957265)"
2500469,LITTLE FRIENDS PRESCHOOL,LITTLE FRIENDS PRESCHOOL,2595103,Children's Services Facility,Risk 1 (High),5600 N ASHLAND AVE ,CHICAGO,IL,60660,04/20/2021,Canvass,Pass,,41.98351514124454,-87.66996498371617,"(-87.66996498371617, 41.98351514124454)"
2500445,LOZANO ELEMENTARY,LOZANO ELEMENTARY,24102,School,Risk 1 (High),1501 N Greenview ST ,CHICAGO,IL,60622,04/20/2021,Canvass,Pass,,41.90891372160672,-87.66505758217578,"(-87.66505758217578, 41.90891372160672)"
2500432,LA PERLA TAPATIA #2,LA PERLA TAPATIA #2,1700,Bakery,Risk 1 (High),3800-03810 W FULLERTON AVE ,CHICAGO,IL,60647,04/20/2021,Canvass Re-Inspection,Pass,,41.92465120432787,-87.72194545472854,"(-87.72194545472854, 41.92465120432787)"
2500634,STARBUCKS COFFEE  #2213,STARBUCKS,2427851,Restaurant,Risk 2 (Medium),444 N MICHIGAN AVE ,CHICAGO,IL,60611,04/20/2021,Canvass,Out of Business,,41.89071448025997,-87.6242698742923,"(-87.6242698742923, 41.89071448025997)"
2500421,CAMRAS ELEMENTARY SCHOOL,CAMRAS ELEMENTARY SCHOOL,2224881,School,Risk 1 (High),3000 N MANGO AVE ,CHICAGO,IL,60634,04/19/2021,Canvass Re-Inspection,Pass,,41.934966414261396,-87.77016524961189,"(-87.77016524961189, 41.934966414261396)"
2500419,GRACIE O'MALLEY'S,GRACIE O'MALLEY'S,2780655,Restaurant,Risk 1 (High),4056-4060 N MILWAUKEE AVE ,CHICAGO,IL,60641,04/19/2021,License Re-Inspection,Pass,,41.95439287529983,-87.74916797752299,"(-87.74916797752299, 41.95439287529983)"
2500410,Higgins Community,Higgins Community,31251,School,Risk 1 (High),11710 S Morgan (1000W) ,CHICAGO,IL,60643,04/19/2021,Canvass Re-Inspection,Pass,10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments:  OBSERVED TIMED FAUCETS NOT PROPERLY FUNCTIONING IN GIRLS AND BOYS WASHROOMS. INSTRUCTED MANAGER TO REPAIR. WATER SHOULD RUN AT LEAST 15 SECONDS BEFORE REACTIVATING FAUCET. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LOOSE HOT WATER FAUCET IN LUNCHROOM STAFF WASHROOM AND MEN FIRST FLOOR WASHROOM. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN.,41.68100687334106,-87.64702985466145,"(-87.64702985466145, 41.68100687334106)"
2500403,"PARENT COOPERATIVE FOR EARLY LEARNING, INC.","PARENT COOPERATIVE FOR EARLY LEARNING, INC.",2215722,Daycare (2 - 6 Years),Risk 1 (High),5300 S SHORE DR ,CHICAGO,IL,60615,04/19/2021,License Re-Inspection,Pass,"51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED A LEAK AT THE HOT WATER FAUCET KNOB OF THE THREE COMP SINK; REPAIR LEAK AT FAUCET KNOB. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED A MISSING VENT FAN COVER IN ONE STUDENT WASHROOM; INSTRUCTED TO PROVIDE A COVER FOR THE VENT FAN ON THE CEILING OF THE WASHROOM.",41.79956925486811,-87.58246503715458,"(-87.58246503715458, 41.79956925486811)"
2500397,JIMMY JOHN'S,JIMMY JOHN'S,2411779,Restaurant,Risk 1 (High),812 W VAN BUREN ST ,CHICAGO,IL,60607,04/19/2021,Canvass,Pass,,41.87677248678597,-87.6477882888083,"(-87.6477882888083, 41.87677248678597)"
2500456,CHICAGO SOCCER RESTAURANT,CHICAGO SOCCER RESTAURANT,1915583,Restaurant,Risk 1 (High),5404 N KEDZIE AVE ,CHICAGO,IL,60625,04/19/2021,Non-Inspection,No Entry,,41.979628229124486,-87.70892213604935,"(-87.70892213604935, 41.979628229124486)"
2500366,SUBWAY,SUBWAY,1948306,Restaurant,Risk 1 (High),5232 N NAGLE AVE ,CHICAGO,IL,60630,04/19/2021,Canvass,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED UNUSED EQUIPMENT AND CHAIRS STORE IN OUTDOOR ALLEY AREA. INSTRUCTED TO REMOVE UNNECESSARY ITEMS FROM THE PREMISES TO AVOID ATTRACTION OF PESTS. ",41.97655866491372,-87.78800287169886,"(-87.78800287169886, 41.97655866491372)"
2500444,Just Salad Store #46,Just Salad,2780698,Restaurant,Risk 1 (High),180 N STETSON AVE FL ,CHICAGO,IL,60601,04/19/2021,License,Pass,,41.885367821459624,-87.62244720125689,"(-87.62244720125689, 41.885367821459624)"
